simulation_time	physical_time	family_loads.Local_DHN.LTH.minimum_energy	
0	2019-01-01 00:00:00	0.04494697937837873	
1	2019-01-01 01:00:00	0.14383033401081194	
2	2019-01-01 02:00:00	0.13484093813513617	
3	2019-01-01 03:00:00	0.12585154225946044	
4	2019-01-01 04:00:00	0.07191516700540597	
5	2019-01-01 05:00:00	0.13484093813513617	
6	2019-01-01 06:00:00	0.0988833546324332	
7	2019-01-01 07:00:00	0.710162274178384	
8	2019-01-01 08:00:00	0.25170308451892087	
9	2019-01-01 09:00:00	1.0787275050810894	
10	2019-01-01 10:00:00	0.17079852163783915	
11	2019-01-01 11:00:00	1.9776670926486641	
12	2019-01-01 12:00:00	0.5034061690378417	
13	2019-01-01 13:00:00	0.21574550101621787	
14	2019-01-01 14:00:00	0.12585154225946044	
15	2019-01-01 15:00:00	0.10787275050810893	
16	2019-01-01 16:00:00	0.1618091257621634	
17	2019-01-01 17:00:00	0.7551092535567626	
18	2019-01-01 18:00:00	0.9259077751946018	
19	2019-01-01 19:00:00	0.8270244205621686	
20	2019-01-01 20:00:00	0.7281410659297354	
21	2019-01-01 21:00:00	1.411335152481092	
22	2019-01-01 22:00:00	1.1596320679621712	
23	2019-01-01 23:00:00	1.9956458844000156	
24	2019-01-02 00:00:00	0.04494697937837873	
25	2019-01-02 01:00:00	0.14383033401081194	
26	2019-01-02 02:00:00	0.13484093813513617	
27	2019-01-02 03:00:00	0.12585154225946044	
28	2019-01-02 04:00:00	0.07191516700540597	
29	2019-01-02 05:00:00	0.13484093813513617	
30	2019-01-02 06:00:00	0.0988833546324332	
31	2019-01-02 07:00:00	0.710162274178384	
32	2019-01-02 08:00:00	0.25170308451892087	
33	2019-01-02 09:00:00	1.0787275050810894	
34	2019-01-02 10:00:00	0.17079852163783915	
35	2019-01-02 11:00:00	1.9776670926486641	
36	2019-01-02 12:00:00	0.5034061690378417	
37	2019-01-02 13:00:00	0.21574550101621787	
38	2019-01-02 14:00:00	0.12585154225946044	
39	2019-01-02 15:00:00	0.10787275050810893	
40	2019-01-02 16:00:00	0.1618091257621634	
41	2019-01-02 17:00:00	0.7551092535567626	
42	2019-01-02 18:00:00	0.9259077751946018	
43	2019-01-02 19:00:00	0.8270244205621686	
44	2019-01-02 20:00:00	0.7281410659297354	
45	2019-01-02 21:00:00	1.411335152481092	
46	2019-01-02 22:00:00	1.1596320679621712	
47	2019-01-02 23:00:00	1.9956458844000156	
48	2019-01-03 00:00:00	0.04494697937837873	
49	2019-01-03 01:00:00	0.14383033401081194	
50	2019-01-03 02:00:00	0.13484093813513617	
51	2019-01-03 03:00:00	0.12585154225946044	
52	2019-01-03 04:00:00	0.07191516700540597	
53	2019-01-03 05:00:00	0.13484093813513617	
54	2019-01-03 06:00:00	0.0988833546324332	
55	2019-01-03 07:00:00	0.710162274178384	
56	2019-01-03 08:00:00	0.25170308451892087	
57	2019-01-03 09:00:00	1.0787275050810894	
58	2019-01-03 10:00:00	0.17079852163783915	
59	2019-01-03 11:00:00	1.9776670926486641	
60	2019-01-03 12:00:00	0.5034061690378417	
61	2019-01-03 13:00:00	0.21574550101621787	
62	2019-01-03 14:00:00	0.12585154225946044	
63	2019-01-03 15:00:00	0.10787275050810893	
64	2019-01-03 16:00:00	0.1618091257621634	
65	2019-01-03 17:00:00	0.7551092535567626	
66	2019-01-03 18:00:00	0.9259077751946018	
67	2019-01-03 19:00:00	0.8270244205621686	
68	2019-01-03 20:00:00	0.7281410659297354	
69	2019-01-03 21:00:00	1.411335152481092	
70	2019-01-03 22:00:00	1.1596320679621712	
71	2019-01-03 23:00:00	1.9956458844000156	
72	2019-01-04 00:00:00	0.04494697937837873	
73	2019-01-04 01:00:00	0.14383033401081194	
74	2019-01-04 02:00:00	0.13484093813513617	
